"",id,courtType,courtCases,judgmentType,judges,textContent,keywords,judgmentDate
305,270067,COMMON,[{'caseNumber': 'VIII C 251/15'}],SENTENCE,"[{'name': 'Łukasz Kozakiewicz', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygnatura akt VIII C 251/15 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 4 lipca 2016 r. Sąd Rejonowy w Wałbrzychu VIII Wydział Cywilny w składzie: Przewodniczący SSR Łukasz Kozakiewicz Protokol...,[],2016-07-04
306,270070,COMMON,[{'caseNumber': 'VIII C 531/15'}],SENTENCE,"[{'name': 'Łukasz Kozakiewicz', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygnatura akt VIII C 531/15 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 02 listopada 2015 r. Sąd Rejonowy w Wałbrzychu VIII Wydział Cywilny w składzie: Przewodniczący SSR Łukasz Kozakiewicz Pro...,[],2015-11-02
307,272035,COMMON,[{'caseNumber': 'VIII C 2287/16'}],SENTENCE,"[{'name': 'Magdalena Szymańska-Demska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]","Sygnatura akt VIII C 2287/16 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 24 stycznia 2017 r. Sąd Rejonowy w Wałbrzychu, VIII Wydział Cywilny w składzie następującym: Przewodniczący SSR Magdalen...",[],2017-01-24
308,59431,COMMON,[{'caseNumber': 'I C 172/13'}],SENTENCE,"[{'name': 'Agnieszka Czyniewska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygnatura akt I C 172/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 31 lipca 2014 roku Sąd Rejonowy w Ząbkowicach Śląskich I Wydział Cywilny w składzie: Przewodniczący: SSR Agnieszka Czyniewsk...,[],2014-07-31
309,59442,COMMON,[{'caseNumber': 'I C 360/12'}],SENTENCE,"[{'name': 'Agnieszka Czyniewska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygnatura akt I C 360/12 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 31 lipca 2014 roku Sąd Rejonowy w Ząbkowicach Śląskich I Wydział Cywilny w składzie: Przewodniczący: SSR Agnieszka Czyniewsk...,[],2014-07-31
310,59445,COMMON,[{'caseNumber': 'I C 434/12'}],SENTENCE,"[{'name': 'Agnieszka Czyniewska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygnatura akt I C 434/12 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 31 lipca 2014 roku Sąd Rejonowy w Ząbkowicach Śląskich I Wydział Cywilny w składzie: Przewodniczący: SSR Agnieszka Czyniewsk...,[],2014-07-31
311,59459,COMMON,[{'caseNumber': 'I C 960/13'}],SENTENCE,"[{'name': 'Agnieszka Czyniewska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygnatura akt I C 960/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 31 lipca 2014 roku Sąd Rejonowy w Ząbkowicach Śląskich I Wydział Cywilny w składzie: Przewodniczący: SSR Agnieszka Czyniewsk...,[],2014-07-31
312,59466,COMMON,[{'caseNumber': 'I Ns 380/14'}],DECISION,"[{'name': 'Agnieszka Czyniewska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I Ns 380/14 POSTANOWIENIE Dnia 31 lipca 2014 roku Sąd Rejonowy w Ząbkowicach Śląskich I Wydział Cywilny w składzie: Przewodniczący: SSR Agnieszka Czyniewska Protokolant: Ewelina Potuszyń...,[],2014-07-31
313,60802,COMMON,[{'caseNumber': 'I C 252/14'}],SENTENCE,"[{'name': 'Agnieszka Czyniewska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygnatura akt I C 252/14 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 08 września 2014 roku Sąd Rejonowy w Ząbkowicach Śląskich I Wydział Cywilny w składzie: Przewodniczący: SSR Agnieszka Czynie...,[],2014-09-08
314,64170,COMMON,[{'caseNumber': 'I C 934/13'}],SENTENCE,"[{'name': 'Agnieszka Czyniewska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygnatura akt I C 934/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 29 września 2014 roku Sąd Rejonowy w Ząbkowicach Śląskich I Wydział Cywilny w składzie: Przewodniczący: SSR Agnieszka Czynie...,[],2014-09-29
315,64172,COMMON,[{'caseNumber': 'I Ns 674/13'}],DECISION,"[{'name': 'Agnieszka Czyniewska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I Ns 674/13 POSTANOWIENIE Dnia 02 października 2014 roku Sąd Rejonowy w Ząbkowicach Śląskich I Wydział Cywilny w składzie: Przewodniczący: SSR Agnieszka Czyniewska Protokolant: Ewelina P...,[],2014-10-02
316,64699,COMMON,[{'caseNumber': 'I C 232/14'}],SENTENCE,"[{'name': 'Agnieszka Czyniewska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygnatura akt I C 232/14 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 22 września 2014 roku Sąd Rejonowy w Ząbkowicach Śląskich I Wydział Cywilny w składzie: Przewodniczący: SSR Agnieszka Czynie...,[],2014-09-22
317,64705,COMMON,[{'caseNumber': 'I C 522/14'}],SENTENCE,"[{'name': 'Agnieszka Czyniewska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygnatura akt I C 522/14 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 22 września 2014 roku Sąd Rejonowy w Ząbkowicach Śląskich I Wydział Cywilny w składzie: Przewodniczący: SSR Agnieszka Czynie...,[],2014-09-22
318,57680,COMMON,[{'caseNumber': 'I C 1047/13'}],SENTENCE,"[{'name': 'Piotr Jarmundowicz', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]","Sygnatura akt I C 1047/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Wrocław, dnia 12 czerwca 2014 r. Sąd Okręgowy we Wrocławiu, Wydział I Cywilny w składzie: Przewodniczący: SSO Piotr Jarmundowicz...",[dobra osobiste],2014-07-01
319,57681,COMMON,[{'caseNumber': 'I C 1053/13'}],SENTENCE,"[{'name': 'Agnieszka Hreczańska-Cholewa', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 1053/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 4 marca 2014 r. Sąd Okręgowy we Wrocławiu Wydział I Cywilny w składzie następującym : Przewodniczący SSO Agnieszka Hreczańska -...,[uchwały wspólnoty mieszkaniowej],2014-03-04
320,57682,COMMON,[{'caseNumber': 'I C 1085/13'}],SENTENCE,"[{'name': 'Agnieszka Hreczańska-Cholewa', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 1085/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 01 kwietnia 2014 r. Sąd Okręgowy we Wrocławiu Wydział I Cywilny w składzie : Przewodniczący SSO Agnieszka Hreczańska-Cholewa Pr...,[weksel],2014-04-01
321,57684,COMMON,[{'caseNumber': 'I C 1252/13'}],SENTENCE,"[{'name': 'Krzysztof Rudnicki', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 1252 / 13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 3 czerwca 2014 r. Sąd Okręgowy we Wrocławiu I Wydział Cywilny w składzie: Przewodniczący: SSO Krzysztof Rudnicki Protokolant:...,[użytkowanie wieczyste],2014-06-03
322,57685,COMMON,[{'caseNumber': 'I C 1350/13'}],SENTENCE,[],Sygn. Akt I C 1350/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 25 marca 2014r. Sąd Okręgowy we Wrocławiu Wydział I Cywilny w składzie następującym : Przewodniczący Protokolant Irmina Szawica...,[zadośćuczynienie],2014-03-25
323,57686,COMMON,[{'caseNumber': 'I C 1366/13'}],SENTENCE,"[{'name': 'Izabela Baca', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt. I C 1366/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 28 kwietnia 2014r. Sąd Okręgowy we Wrocławiu Wydział I Cywilny w składzie: Przewodniczący: SSO Izabela Baca Protokolant: Dorot...,[niegodność dziedziczenia],2014-04-28
324,57687,COMMON,[{'caseNumber': 'I C 1367/13'}],SENTENCE,"[{'name': 'Ewa Rudkowska-Ząbczyk', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 1367/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 10 marca 2014 r. Sąd Okręgowy we Wrocławiu – Wydział I Cywilny w składzie: Przewodniczący: SSR del. Ewa Rudkowska – Ząbczyk Pro...,[skarga pauliańska],2014-03-10
325,57688,COMMON,[{'caseNumber': 'I C 1403/11'}],SENTENCE,"[{'name': 'Piotr Jarmundowicz', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]","Sygnatura akt I C 1403/11 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Wrocław, dnia 05 czerwca 2014r. Sąd Okręgowy we Wrocławiu I Wydział Cywilny w składzie: Przewodniczący: SSO Piotr Jarmundowicz P...",[odstąpienie od umowy],2014-06-23
326,57689,COMMON,[{'caseNumber': 'I C 1423/13'}],SENTENCE,"[{'name': 'Dominika Romanowska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 1423/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 15 maja 2014 r. Sąd Okręgowy we Wrocławiu Wydział I Cywilny w składzie następującym: Przewodniczący : SSO Dominika Romanowska P...,[hipoteka],2014-05-15
327,57690,COMMON,[{'caseNumber': 'I C 1430/13'}],SENTENCE,"[{'name': 'Aneta Fiałkowska-Sobczyk', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 1430/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 20 maja 2014 r. Sąd Okręgowy we Wrocławiu Wydział I Cywilny w składzie: Przewodniczący: SSO Aneta Fiałkowska – Sobczyk Protokol...,[nieważność umowy],2014-05-20
328,6174,COMMON,[{'caseNumber': 'II Ca 821/12'}],SENTENCE,"[{'name': 'Czesław Chorzępa', 'function': None, 'specialRoles': []}, {'name': 'Lidia Mazurkiewicz Morgut', 'function': None, 'specialRoles': []}, {'name': 'Mariusz Łakomy', 'function': None, 'spec...",Sygn. akt II Ca 821/12 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 9 stycznia 2013r. Sąd Okręgowy we Wrocławiu II Wydział Cywilny Odwoławczy w składzie następującym: Przewodniczący - Sędzia SO ...,[przywrócenie posiadania],2013-01-09
329,6423,COMMON,[{'caseNumber': 'II Ca 253/12'}],DECISION,"[{'name': 'Patrycja Gruszczyńska-Michurska', 'function': None, 'specialRoles': []}]",Sygn. akt II Ca 253/12 POSTANOWIENIE Dnia 10 stycznia 2013r. Sąd Okręgowy we Wrocławiu II Wydział Cywilny Odwoławczy w składzie następującym: Przewodniczący- Sędzia SO Beata Stachowiak (spr.) Sędz...,"[służebność gruntowa, zasiedzenie]",2013-01-10
330,7820,COMMON,[{'caseNumber': 'II Ca 1425/12'}],SENTENCE,"[{'name': 'Beata Stachowiak', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]","Sygn. akt II Ca 1425/12 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 30 stycznia 2013 r. Sąd Okręgowy we Wrocławiu, Wydział II Cywilny Odwoławczy w składzie następującym : Przewodniczący Sędzia ...",[rękojmia],2013-01-30
331,8111,COMMON,[{'caseNumber': 'II Ca 1410/12'}],DECISION,"[{'name': 'Beata Stachowiak', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}, {'name': 'Iwona Łabęcka', 'function': None, 'specialRoles': []}, {'name': 'Wojciech Wójcik', 'function': None,...",Sygn. akt II Ca 1410/12 POSTANOWIENIE Dnia 22 lutego 2013r. Sąd Okręgowy we Wrocławiu II Wydział Cywilny Odwoławczy w składzie następującym: Przewodniczący - Sędzia SO Beata Stachowiak (spr.) Sędz...,[ustanowienie służebności przesyłu],2013-02-22
332,9841,COMMON,[{'caseNumber': 'II Ca 1543/12'}],DECISION,"[{'name': 'Anna Kuczyńskaprotokolant Elżbieta Biała', 'function': None, 'specialRoles': []}, {'name': 'Beata Stachowiak Spr.sędziowie Jolanta Bojko', 'function': None, 'specialRoles': ['PRESIDING_...",Sygn. akt II Ca 1543/12 POSTANOWIENIE Dnia 20 marca 2013 r. Sąd Okręgowy we Wrocławiu II Wydział Cywilny-Odwoławczy w składzie następującym: Przewodniczący: Sędzia SO Beata Stachowiak (spr.) Sędzi...,[podział majątku wspólnego],2013-03-20
333,9842,COMMON,[{'caseNumber': 'II Ca 206/12'}],DECISION,"[{'name': 'Beata Stachowiak Spr.sędziowie Patrycja Gruszczyńska-Michurska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}, {'name': 'Jarosław Jaroń Elżbieta Biała', 'function': None, 'spe...",Sygn. akt II Ca 206/12 POSTANOWIENIE Dnia 13 marca 2013r. Sąd Okręgowy we Wrocławiu II Wydział Cywilny Odwoławczy w składzie następującym : Przewodniczący: Sędzia SO Beata Stachowiak (spr.) Sędzio...,[podział majątku wspólnego],2013-03-13
334,10018,COMMON,[{'caseNumber': 'II Ca 1533/12'}],SENTENCE,"[{'name': 'Anna Kuczyńskasędziowie Beata Stachowiak', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}, {'name': 'Czesław Chorzępaprotokolant Elżbieta Biała', 'function': None, 'specialRoles...","Sygn.akt II Ca 1533/12 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 27 lutego 2013 r. Sąd Okręgowy we Wrocławiu, Wydział II Cywilny Odwoławczy w składzie następującym : Przewodniczący Sędzia SO ...",[umowa o dzieło],2013-02-27
335,11441,COMMON,[{'caseNumber': 'II Ca 686/12'}],SENTENCE,"[{'name': 'Jarosław Jaroń', 'function': None, 'specialRoles': []}, {'name': 'Urszula Kubowska-Pieniążekspr. Elżbieta Sobolewska-Hajbert', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt II Ca 686/12 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 19 marca 2013r Sąd Okręgowy we Wrocławiu II Wydział Cywilny Odwoławczy w składzie następującym: Przewodniczący - Sędzia SO Urs...,"[odszkodowanie, ubezpieczenie]",2013-03-19
336,11798,COMMON,[{'caseNumber': 'II Ca 1439/12'}],SENTENCE,"[{'name': 'Anna Kuczyńska', 'function': None, 'specialRoles': []}, {'name': 'Beata Stachowiak', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}, {'name': 'Jolanta Bojko', 'function': None, ...",Sygn. akt II Ca 1439/12 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 7 marca 2013r. Sąd Okręgowy we Wrocławiu II Wydział Cywilny Odwoławczy w składzie następującym: Przewodniczący - Sędzia SO Be...,"[potrącenie, umowa sprzedaży]",2013-03-07
337,11799,COMMON,[{'caseNumber': 'II Ca 282/13'}],DECISION,"[{'name': 'Marek Kurkowski', 'function': None, 'specialRoles': []}, {'name': 'Tomasz Klimko', 'function': None, 'specialRoles': []}, {'name': 'Urszula Kubowska-Pieniążek', 'function': None, 'speci...",Sygn. akt II Ca 282/13 POSTANOWIENIE Dnia 9 kwietnia 2013r. Sąd Okręgowy we Wrocławiu II Wydział Cywilny Odwoławczy w składzie następującym: Przewodniczący - Sędzia SO Urszula Kubowska-Pieniążek (...,[podział majątku wspólnego],2013-04-09
338,59410,COMMON,[{'caseNumber': 'I C 107/13'}],REASONS,"[{'name': 'Ewa Przychodzka', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 107/13 Wyrok w imieniu Rzeczypospolitej Polskiej Dnia 01 kwietnia 2014r. Sąd Rejonowy w Oleśnicy w I Wydziale Cywilnym w składzie: Przewodniczący SSR Ewa Przychodzka Protokolant Beat...,[odszkodowanie],2014-04-01
339,59418,COMMON,[{'caseNumber': 'I C 1328/12'}],REASONS,"[{'name': 'Ewa Przychodzka', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]","Sygn. akt I C 1328/12 Wyrok w imieniu Rzeczypospolitej Polskiej Dnia, 08 kwietnia 2014r. Sąd Rejonowy w Oleśnicy w I Wydziale Cywilnym w składzie: Przewodniczący SSR Ewa Przychodzka Protokolant Be...",[zadośćuczynienie],2014-04-08
340,59423,COMMON,[{'caseNumber': 'I C 144/13'}],SENTENCE,"[{'name': 'Agnieszka Ostrowska-Gołąbek', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]","Sygn. akt I C 144/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia, 26 marca 2014r. Sąd Rejonowy w Oleśnicy, Wydział I Cywilny w składzie: Przewodniczący SSR Agnieszka Ostrowska-Gołąbek Protokola...",[odszkodowanie],2014-03-26
341,59426,COMMON,[{'caseNumber': 'I C 15/13'}],SENTENCE,"[{'name': 'Barbara Polak', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]","Sygn. akt I C 15/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia, 27 marca 2014r. Sąd Rejonowy w Oleśnicy I Wydział Cywilny w składzie: Przewodniczący SSR Barbara Polak Protokolant Grażyna Janis...",[bezumowne korzystanie],2014-03-27
342,59427,COMMON,[{'caseNumber': 'I C 150/13'}],SENTENCE,"[{'name': 'Agnieszka Ostrowska-Gołąbek', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]","Sygn. akt I C 150/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia, 12 marca 2014r. Sąd Rejonowy w Oleśnicy, Wydział I Cywilny w składzie: Przewodniczący SSR Agnieszka Ostrowska-Gołąbek Protokola...",[odsetki],2014-03-12
343,59428,COMMON,[{'caseNumber': 'I C 1547/13'}],SENTENCE,"[{'name': 'Ewa Przychodzka', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 1547/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 25 marca 2014 r. Sąd Rejonowy w Oleśnicy w I Wydziale Cywilnym w składzie: Przewodniczący SSR Ewa Przychodzka Protokolant Beata...,[ciężar dowodu],2014-03-25
344,59430,COMMON,[{'caseNumber': 'I C 1670/13'}],SENTENCE,"[{'name': 'Agnieszka Ostrowska-Gołąbek', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]","Sygn. akt I C 1670/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia, 26 marca 2014r. Sąd Rejonowy w Oleśnicy, Wydział I Cywilny w składzie: Przewodniczący SSR Agnieszka Ostrowska-Gołąbek Protokol...",[cesja],2014-03-26
345,59432,COMMON,[{'caseNumber': 'I C 1887/13'}],REASONS,"[{'name': 'Ewa Przychodzka', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 1887/13 Wyrok ZAOCZNY w imieniu Rzeczypospolitej Polskiej Dnia 01 kwietnia 2014 r. Sąd Rejonowy w Oleśnicy w I Wydziale Cywilnym w składzie: Przewodniczący SSR Ewa Przychodzka Protok...,[ciężar dowodu],2014-04-01
346,59433,COMMON,[{'caseNumber': 'I C 1889/13'}],REASONS,"[{'name': 'Ewa Przychodzka', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 1889/13 Wyrok ZAOCZNY w imieniu Rzeczypospolitej Polskiej Dnia 01 kwietnia 2014 r. Sąd Rejonowy w Oleśnicy w I Wydziale Cywilnym w składzie: Przewodniczący SSR Ewa Przychodzka Protok...,[ciężar dowodu],2014-04-01
347,59434,COMMON,[{'caseNumber': 'I C 1963/13'}],SENTENCE,"[{'name': 'Adrian Paluch', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]","Sygn. akt I C 1963/13 WYROK ZAOCZNY W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia, 28 kwietnia 2014r Sąd Rejonowy w Oleśnicy I Wydział Cywilny w składzie: Przewodniczący SSR Adrian Paluch Protokolant A...",[ciężar dowodu],2014-04-28
348,136559,COMMON,[{'caseNumber': 'I C 348/12'}],SENTENCE,"[{'name': 'Anna Kowalczyk', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]","Sygnatura akt I C 348/12 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ O., dnia 23-10-2012 r. Sąd Rejonowy w Oławie I Wydział Cywilny w następującym składzie: Przewodniczący:SSR Anna Kowalczyk Protoko...",[bezpodstawne wzbogacenie],2012-11-12
349,136563,COMMON,[{'caseNumber': 'I C 429/12'}],SENTENCE,"[{'name': 'Katarzyna Adamska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]","WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ O., dnia 30-10-2012 r. Sąd Rejonowy w Oławie I Wydział Cywilny w następującym składzie: Przewodniczący:SSR Katarzyna Adamska Protokolant:Karolina Kościels...",[],2012-11-19
350,136590,COMMON,[{'caseNumber': 'I C 230/12'}],SENTENCE,"[{'name': 'Agnieszka Werocy', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]","Sygn. akt I C 230/12 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 13 listopada 2012r. Sąd Rejonowy w Oławie, Wydział I Cywilny w składzie następującym: Przewodniczący: SSR Agnieszka Werocy Proto...",[ubezpieczenie auto-casco],2012-11-28
351,136591,COMMON,[{'caseNumber': 'I C 637/12'}],DECISION,[],"Sygnatura akt I C 637/12 POSTANOWIENIE O., dnia 30-10-2012 r. Sąd Rejonowy w Oławie I Wydział Cywilny w następującym składzie: PrzewodniczącyKatarzyna Adamska ProtokolantKarolina Kościelska po roz...",[koszty procesu],2012-11-12
352,421949,COMMON,[{'caseNumber': 'I C 725/19'}],SENTENCE,"[{'name': 'Asesor Oktawian Garbas', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]","Sygn. akt I C 725/19 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ O., dnia 12 marca 2020 r. Sąd Rejonowy w Oławie w Wydziale I Cywilnym w składzie: Przewodniczący: Asesor sądowy Oktawian Garbas Proto...",[],2020-03-12
353,422607,COMMON,[{'caseNumber': 'I C 725/19'}],REASONS,[],Sygn. akt I C 725/19 UZASADNIENIE do wyroku Sądu Rejonowego w Oławie z dnia 12 marca 2020 r. Pozwem wniesionym do Sądu Rejonowego w Oławie powódka: Gmina D. domagała się wydania przez stronę pozwa...,[],2020-03-24
354,7920,COMMON,[{'caseNumber': 'VI C 41/13'}],SENTENCE,"[{'name': 'Iwona Łabęcka', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt VI C 41/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 21.02.2013 r. Sąd Rejonowy wO. VI Zamiejscowy Wydział I Cywilny w S. w składzie: Przewodniczący SSO w SR I. Ł. Protokolant A. B....,"[odszkodowanie, zadośćuczynienie]",2013-02-21
355,8586,COMMON,[{'caseNumber': 'VI C 26/13'}],SENTENCE,"[{'name': 'Małgorzata Majewska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt VI C 26/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 13 marca 2013r. Sąd Rejonowy w. O. VI Zamiejscowy Wydział Cywilny z siedzibą w S. w składzie: Przewodniczący: SSR M. M. Protokol...,[],2013-03-13
356,8589,COMMON,[{'caseNumber': 'VI C 58/13'}],SENTENCE,"[{'name': 'Małgorzata Majewska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt VI C 58/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ (...) marca 2013r. Sąd Rejonowy w. S.Wydział I Cywilny w składzie: Przewodniczący: SSR M. M. Protokolant:E. G. po rozpoznaniu w dniu ...,[],2013-03-15
357,8675,COMMON,[{'caseNumber': 'VI C 12/13'}],SENTENCE,"[{'name': 'Iwona Łabęcka', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt VI C 12/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 14.03.2013 r. Sąd Rejonowy w. O. VI Zamiejscowy Wydział I Cywilny w S. w składzie: Przewodniczący SSO w SR I. Ł. Protokolant A. ...,[],2013-03-14
358,9740,COMMON,[{'caseNumber': 'VI C 44/13'}],SENTENCE,"[{'name': 'Kamila Sierpowicz-Bigos', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt VI C 44/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 15 lutego 2013 r. Sąd Rejonowy wO. VI Zamiejscowy Wydział Cywilny w S. w składzie: Przewodniczący SSR K. S. B. Protokolant A. B....,[],2013-02-15
359,11251,COMMON,[{'caseNumber': 'VI C 6/13'}],SENTENCE,"[{'name': 'Małgorzata Majewska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt VI C 6/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 15 marca 2013 r. Sąd Rejonowy w Oławie VI Zamiejscowy Wydział Cywilny z siedzibą w Strzelinie w składzie: Przewodniczący: SSR Mał...,[],2013-03-15
