;id;extractedDecision;sumOfMoney
1238;75093;I. zasądza od pozwanego D. B. na rzecz strony powodowej Kancelarii (...) Spółka Akcyjna z siedzibą w K. kwotę 30 zł (trzydzieści złotych) tytułem zwrotu kosztów procesu,IV. wyrokowi w pkt I i III nadaje rygor natychmiastowej wykonalności;30.0
1239;75094;o zapłatę;0
1240;75097;I. odstąpić od obciążania kosztami sądowymi powoda obciążając nimi Skarb Państwa;0
1241;75088;I. zasądza od pozwanego Towarzystwa (...) S.A. z siedzibą w W. na rzecz powódki A. J. kwotę 300 zł (trzysta złotych) tytułem zwrotu poniesionej opłaty sądowej od pozwu, kwotę 600 zł (sześćset złotych) tytułem zwrotu poniesionych kosztów zastępstwa procesowego, kwotę 17 zł (siedemnaście złotych) tytułem zwrotu poniesionych kosztów opłaty skarbowej od pełnomocnictwa oraz kwotę 350 zł (trzysta pięćdziesiąt złotych) tytułem zaliczki na opinię biegłych,IV. nakazuje ściągnąć od pozwanego Towarzystwa (...) S.A. z siedzibą w W. na rzecz Skarbu Państwa – Sądu Rejonowego w Nysie kwotę 343,94 zł (trzysta czterdzieści trzy złote i dziewięćdziesiąt cztery grosze) tytułem zwrotu poniesionych wyłożonych tymczasowo przez Skarb Państwa kosztów opinii biegłych;1610.94
1242;75098;I. zasądza od strony pozwanej (...) S.A. w W. na rzecz Skarbu Państwa kwotę 1.000 złotych (jeden tysiąc złotych) tytułem części opłaty sądowej poniesionej tymczasowo przez Skarb Państwa;1000.0
1243;75099;I. zasądza od pozwanej S. K. na rzecz strony powodowej (...) Finanse Sp. z o.o. Spółki komandytowej w P. kwotę 79 zł (siedemdziesiąt dziewięć złotych) tytułem części poniesionych kosztów postępowania,IV. oddala wniosek o nadanie wyrokowi rygoru natychmiastowej wykonalności;79.0
1244;145134;I. zasądza od pozwanego A. O. na rzecz Publicznego (...) Zakładu Opieki Zdrowotnej Wojewódzkiego Centrum Medycznego w O. kwotę 850 zł (osiemset pięćdziesiąt złotych) tytułem kosztów opłaty sądowej, kwotę 2.400 zł (dwa tysiące czterysta złotych) tytułem kosztów zastępstwa procesowego oraz kwotę 17 zł (siedemnaście złotych) tytułem kosztów opłaty skarbowej od pełnomocnictwa;3267.0
1245;145366;o zapłatę;0
1246;145126;o pozbawienie tytułu wykonawczego wykonalności;0
1247;147659;I. przyznaje adwokatowi J. K. kwotę 738 zł (siedemset trzydzieści osiem złotych) tytułem kosztów pomocy prawnej udzielonej z urzędu;738.0
1248;147657;I. zasądza od pozwanej K. S. na rzecz strony powodowej Spółdzielni Mieszkaniowej (...) w N. kwotę 250 zł (dwieście pięćdziesiąt złoty tytułem zwrotu opłaty sądowej, kwotę 1 200 zł (tysiąc dwieście złotych) tytułem zwrotu kosztów zastępstwa procesowego oraz kwotę 17 zł (siedemnaście złotych) tytułem kosztów opłaty skarbowej od pełnomocnictwa. akt;1467.0
1249;147662;I. zasądza od strony pozwanej (...) S.A. w W. na rzecz powoda J. G. (1) kwotę 658,50 zł (sześćset pięćdziesiąt osiem złotych i pięćdziesiąt groszy) tytułem części poniesionych kosztów postępowania,IV. nakazuje ściągnąć na rzecz Skarbu Państwa – Kasa Sądu Rejonowego w Nysie od powoda J. G. (1) kwotę 251,99 zł (dwieście pięćdziesiąt jeden złotych i dziewięćdziesiąt dziewięć groszy), a od strony pozwanej (...) S.A. w W. kwotę 252 zł (dwieście pięćdziesiąt dwa złote) tytułem wynagrodzenia biegłych;1162.49
1250;147664;I. J. i M. J. kwotę 965 zł (dziewięćset sześćdziesiąt pięć złotych) tytułem kosztów opłaty sądowej, kwotę 2.400 zł (dwa tysiące czterysta złotych) tytułem kosztów zastępstwa procesowego oraz kwotę 17 zł (siedemnaście złotych) tytułem kosztów opłaty skarbowej od pełnomocnictwa;3382.0
1251;147763;I. zasądza od strony pozwanej Gminy O. solidarnie na rzecz powodów Z. C. i B. C. kwotę 305 zł (trzysta pięć złotych) tytułem opłaty sądowej od pozwu, kwotę 1.200 zł (tysiąc dwieście złotych) tytułem kosztów zastępstwa procesowego oraz kwotę 17 zł (siedemnaście złotych) tytułem kosztów opłaty skarbowej od pełnomocnictwa;1522.0
1252;147764;I. odstępuje od obciążania pozwanego kosztami postępowania;0
1253;147766;I. zasądza od następców prawnych pozwanego K. A. N., K. N. (1) i M. R. (1) solidarnie na rzecz (...) S.A. z siedzibą w Z. kwotę 11,87 zł (jedenaście złotych osiemdziesiąt siedem groszy) tytułem kosztów postępowania od uwzględnionej części powództwa;11.87
1254;147767;I. zasądza od pozwanej B. S. na rzecz strony powodowej (...) Sp. z o.o. z siedzibą w W. kwotę 30 zł (trzydzieści złotych) tytułem kosztów opłaty sądowej, kwotę 600 zł (sześćset złotych) tytułem kosztów zastępstwa procesowego oraz kwotę 17 zł (siedemnaście złotych) tytułem kosztów opłaty skarbowej od pełnomocnictwa;647.0
1255;147807;I. odstępuje od obciążania pozwanego T. Z. obowiązkiem zwrotu kosztów procesu;0
1256;152871;I. zasądza od powoda J. K. na rzecz pozwanej E. B. kwotę 1.217,00 zł (tysiąc dwieście siedemnaście złotych) tytułem zwrotu kosztów zastępstwa procesowego;1217.0
1257;152873;I. zasądza od pozwanej M. M. na rzecz strony powodowej (...) S.A. w W. kwotę 537,75 zł (pięćset trzydzieści siedem złotych i siedemdziesiąt pięć groszy) tytułem części poniesionych kosztów postępowania,IV. wyrokowi nadaje rygor natychmiastowej wykonalności;537.75
1258;152879;I. zasądza od powoda A. K. na rzecz pozwanego T. K. kwotę 68 zł (sześćdziesiąt osiem złotych) tytułem zwrotu kosztów dojazdu na rozprawę w dniu 15 grudnia 2014 r;68.0
1259;152880;o zapłatę;0
1260;152895;o zapłatę;0
1261;152898;I. zasądza od pozwanej N. S. na rzecz strony powodowej Wspólnoty Mieszkaniowej Dużej nr 110 w N. kwotę 23,10 zł (dwadzieścia trzy złote i dziesięć groszy) tytułem części poniesionych kosztów postępowania ;23.1
1262;152902;II. zasądza od pozwanej M. K. (1) na rzecz strony powodowej (...) sp. z o.o. w W. kwotę 1.675 zł (tysiąc sześćset siedemdziesiąt pięć złotych) tytułem opłaty sądowej od pozwu, kwotę 2.400 zł (dwa tysiące czterysta złotych) tytułem kosztów zastępstwa procesowego, kwotę 17 zł (siedemnaście złote) tytułem kosztów opłaty skarbowej od pełnomocnictwa oraz kwotę 728,60 zł (siedemset dwadzieścia osiem złotych i sześćdziesiąt groszy) tytułem zwrotu kosztów dojazdu pełnomocnika na rozprawę;4820.6
1263;152906;I. zasądza od powoda (...) Fundusz Inwestycyjny Zamknięty Niestandaryzowany Fundusz Sekurytyzacyjny z siedzibą w W. na rzecz pozwanego R. K. kwotę 197 zł (sto dziewięćdziesiąt siedem złotych) tytułem zwrotu kosztów zastępstwa procesowego;197.0
1264;152911;powództwo oddala;0
1265;152912;I. zasądza od pozwanej A. K. na rzecz strony powodowej (...) Sp. z o.o. z siedzibą w W. kwotę 18 zł (osiemnaście złotych) tytułem zwrotu części opłaty sądowej od pozwu, kwotę 108 zł (sto osiem złotych) tytułem zwrotu części kosztów zastępstwa procesowego oraz kwotę 17 zł (siedemnaście złotych) tytułem opłaty skarbowej od pełnomocnictwa,IV. wyrokowi nadaje w punkcie I i III rygor natychmiastowej wykonalności;143.0
1266;152913;o zapłatę;0
1267;152914;o uzgodnienie treści księgi wieczystej;0
1268;153212;I. nakazuje ściągnąć od pozwanego B. H. na rzecz Skarbu Państwa – kasy tutejszego Sądu kwotę 347,24 zł (trzysta czterdzieści siedem złotych 24) tytułem zwrotu sumy wydatków tymczasowo poniesionych przez Skarb Państwa;347.24
1269;153213;I. w pozostałym zakresie powództwo oddala;0
1270;153214;I. zwraca powodowi M. K. kwotę 1.500 zł (jeden tysiąc pięćset złotych) jako niewykorzystaną zaliczkę na koszt opinii biegłego;1500.0
1271;153216;o zapłatę;0
1272;153217;I. przyznaje biegłemu J. K. kwotę 72,57 zł (siedemdziesiąt dwa złote pięćdziesiąt siedem groszy) po połowie z zaliczek uiszczonych przez strony;72.57
1273;153218;I. nakazuje ściągnąć od strony pozwanej (...) S.A. w W. na rzecz Skarbu Państwa –Kasa Sądu Rejonowego w Nysie kwotę 135 zł (sto trzydzieści pięć złotych) tytułem opłaty sądowej od pozwu,IV. zwraca stronie pozwanej (...) S.A. w W. kwotę 171,74 zł (sto siedemdziesiąt jeden złotych i siedemdziesiąt cztery grosze) jako niewykorzystaną zaliczkę na biegłego;306.74
1274;153221;I. zasądza od pozwanego M. D. na rzecz strony powodowej (...) S.A. w W. kwotę 167,98 zł (sto sześćdziesiąt siedem złotych i dziewięćdziesiąt osiem groszy) tytułem części poniesionych kosztów postępowania;167.98
1275;153224;powództwo oddala;0
1276;153227;oddala powództwo;0
1277;153228;I. zasądza od powoda A. H. na rzecz strony pozwanej (...) S.A. w W. kwotę 82,65 zł (osiemdziesiąt dwa złote i sześćdziesiąt pięć groszy) tytułem części poniesionych kosztów postępowania,IV. nakazuje ściągnąć na rzecz Skarbu Państwa –Kasa Sądu Rejonowego w Nysie od strony pozwanej (...) S.A. w W. kwotę 35 zł (trzydzieści pięć złotych) oraz od powoda A. H. kwotę 65,60 zł (sześćdziesiąt pięć złotych i sześćdziesiąt groszy) tytułem kosztów wynagrodzenia biegłych;183.25
1278;153229;oddala powództwo;0
1279;217222;"I. B.przeciwko A. B.zwolnienie zajętego przedmiotu spod egzekucji 1. zwalnia od egzekucji samochód osobowy marki V. (...), rok produkcji 1999, o numerze rejestracyjnym (...), zajęty przez Komornika Sądowego przy Sądzie Rejonowym w Kędzierzynie-Koźlu - P. S. w sprawie egzekucyjnej o sygnaturze akt Kmp 7 z wniosku A. B. przeciwko dłużnikowi K. B. o świadczenia alimentacyjne;2. odstępuje od obciążenia pozwanego A. B., reprezentowanego przez opiekuna prawnego w osobie J. B., kosztami procesu";0
1280;153234;I. zasądza od strony powodowej Skarbu Państwa - Prokuratury Apelacyjnej we Wrocławiu na rzecz pozwanego T. E. kwotę 600 zł (sześćset złotych) tytułem kosztów zastępstwa procesowego oraz kwotę 17 zł (siedemnaście złotych) tytułem kosztów opłaty skarbowej od pełnomocnictwa;617.0
1281;153238;I. zasądza od pozwanego R. M. na rzecz powódki G. M. kwotę 200 zł (dwieście złotych złotych) tytułem opłaty sądowej, kwotę 120 zł (sto dwadzieścia złotych) tytułem kosztów zastępstwa procesowego oraz kwotę 17 zł (siedemnaście złotych) tytułem opłaty skarbowej od pełnomocnictwa ;337.0
1282;153243;I. odstępuje od obciążania powodów J. H. (1), D. H. i A. H. kosztami zastępstwa procesowego strony pozwanej Towarzystwa (...) S.A. w W;0
1283;153244;I. zasądza od pozwanej E. S. na rzecz strony powodowej (...) z siedzibą w B. (Szwajcaria) kwotę 42 zł (czterdzieści dwa złote) tytułem kosztów opłaty sądowej, kwotę 600 zł (sześćset złotych) tytułem kosztów zastępstwa procesowego oraz kwotę 17 zł (siedemnaście złotych) tytułem kosztów opłaty skarbowej od pełnomocnictwa;659.0
1284;228053;"1.200 zł tytułem zastępstwa procesowego;2. powództwo oddala w pozostałym zakresie;3. obciążyć pozwanego kosztami opinii biegłego w kwocie 695 zł, dokonując zaliczenia na poczet tej kwoty zaliczki wpłaconej przez pozwanego w dniu 03.03.2015r. w kwocie 500 zł i nakazuje ściągnąć od pozwanego (...) S.A.(...) w W.na rzecz Skarbu Państwa Sądu Rejonowego w Kędzierzynie-Koźlu kwotę 195,00 zł";1390.0
1285;153565;I. zasądza od pozwanego P. G. na rzecz strony powodowej (...) Bank (...) S.A. we W. kwotę 51,92 zł (pięćdziesiąt jeden złotych dziewięćdziesiąt dwa grosze) tytułem zwrotu kosztów procesu w tym kwotę 21,92 zł tytułem kosztów zastępstwa procesowego,IV. wyrokowi nadaje rygor natychmiastowej wykonalności.Dnia 22 maja 2015 r. Sąd Rejonowy w Nysie stwierdza, że niniejszy tytuł uprawnia do egzekucji w zakresie co do pkt I ,III co do wierzyciela (...) Bank (...) Spółka Akcyjna z siedzibą we W. identyfikującego się numerem KRS (...),przeciwko dłużnikowi P. G. identyfikującego się numerem PESEL (...) oraz poleca wszystkim organom, urzędom oraz osobom, których to może dotyczyć, aby postanowienia tytułu niniejszego wykonały, a gdy o to prawnie będą wezwane, udzieliły pomocy. Orzeczenie podlega wykonaniu jako prawomocne. Tytuł wykonawczy wydano (...) Bank (...) Spółka Akcyjna z siedzibą we W..Sędzia: Na oryginale właściwe podpisyZa zgodnośćSt. sekr. sąd. T. C;73.84
1286;153569;powództwo oddala;0
1287;153570;o zapłatę;0
1288;153571;o zapłatę;0
1289;153572;oddala powództwo;0
1290;153573;oddala powództwo;0
1291;153574;I. zasądza od pozwanego E. D. na rzecz strony powodowej (...) Spółki Akcyjnej z siedzibą w W. kwotę 170,25 zł (sto siedemdziesiąt złotych dwadzieścia pięć groszy) tytułem zwrotu części kosztów procesu,IV. wyrokowi w pkt. I i III nadaje rygor natychmiastowej wykonalności;170.25
1292;153578;"I. zasądza od powoda M. L. na rzecz pozwanej J. G. kwotę 669,72 zł (sześćset sześćdziesiąt dziewięć złotych i siedemdziesiąt dwa grosze) tytułem stosunkowego rozliczenia zwrotu kosztów procesu, w tym kosztów zastępstwa procesowego;IV. nakazuje ściągnąć od powoda M. L. na rzecz. Skarbu Państwa – kasy tutejszego Sądu kwotę 2.482,39 zł (dwa tysiące czterysta osiemdziesiąt dwa złote i trzydzieści dziewięć groszy) tytułem zwrotu wydatków tymczasowo poniesionych z sum budżetowych Skarbu Państwa.V. nakazuje ściągnąć od pozwanej J. G. na rzecz Skarbu Państwa – kasy tutejszego Sądu kwotę 1.586,43 zł (tysiąc pięćset osiemdziesiąt sześć złotych i czterdzieści trzy grosze) tytułem zwrotu wydatków tymczasowo poniesionych z sum budżetowych Skarbu Państwa";4738.54
1293;153582;II. zasądza od pozwanego J. S. (1) na rzecz powódki T. F. kwotę 540 zł (pięćset czterdzieści złotych) tytułem kosztów postępowania,III. nakazuje ściągnąć od J. S. (1) na rzecz Skarbu Państwa-Kasy tutejszego Sądu kwotę 523,07 (pięćset dwadzieścia trzy złote i siedem groszy) tytułem brakujących zaliczek na koszty opinii biegłego i koszty dojazdu sędziego na oględziny;
1294;153592;I. zasądza od strony powodowej Prokury Niestandaryzowanego Sekurytyzacyjnego Funduszu Inwestycyjnego Zamkniętego z siedzibą we W. na rzecz pozwanej E. R. kwotę 180 zł (sto osiemdziesiąt złotych) tytułem zwrotu kosztów zastępstwa procesowego oraz kwotę 17 zł (siedemnaście złotych) tytułem zwrotu kosztów opłaty skarbowej od pełnomocnictwa;197.0
1295;153591;I. w pozostałym zakresie powództwo oddala,IV. zasądza od Towarzystwa (...) Spółki Akcyjnej z siedzibą w W. na rzecz B. Z. kwotę 2082,44 zł (dwa tysiące osiemdziesiąt dwa złote czterdzieści cztery grosze) tytułem zwrotu części kosztów procesu,V. zasądza od Towarzystwa (...) Spółki Akcyjnej z siedzibą w W. na rzecz A. M. kwotę 1304,25 zł (tysiąc trzysta cztery złote dwadzieścia pięć groszy) tytułem zwrotu części kosztów procesu;3386.69
1296;155002;oddala powództwo;0
1297;155004;I. nakazuje Skarbowi Państwa – kasie tutejszego Sądu zwrócić powódkom A. M. (2) i A. M. (1) solidarnie kwotę 299 zł (dwieście dziewięćdziesiąt dziewięć złotych) tytułem niewykorzystanej zaliczki na koszty tłumaczeń zapisanej pod nr 03 w wysokości 300 zł (trzystu złotych), zaliczywszy najpierw kwotę 1 zł (jeden złoty) na brakującą kwotę opłaty sądowej od pozwu;
1298;155006;I. w pozostałym zakresie powództwo oddala;0
1299;155023;1. oddala powództwo ,zasądza na rzecz pozwanego A. S. od powoda A. K. kwotę 180 zł (sto osiemdziesiąt złotych) tytułem zastępstwa procesowego i kwotę 17 zł (siedemnaście złotych) tytułem opłaty skarbowej od pełnomocnictwa ;197.0
1300;155033;o zapłatę;0
1301;137469;I. wyrokowi w pkt I nadaje rygor natychmiastowej wykonalności;0
1302;137470;I. wyrokowi w punkcie I nadaje rygor natychmiastowej wykonalności;0
1303;137474;I. w pozostałym zakresie powództwo oddalaIV. zasądza od powoda A. N. na rzecz pozwanej (...) Sp. z o. o. w O. kwotę 370,20 zł tytułem zwrotu kosztów zastępstwa procesowego;370.2
1304;137507;I. obciąża strony poniesionymi kosztami postępowania;0
1305;138537;1. powództwo oddala2. zasądza od powoda (...).á r.l. w Luksemburgu na rzecz pozwanego S. M. kwotę 197 zł tytułem zwrotu kosztów zastępstwa procesowego;197.0
1306;139892;I. nakazuje zwrot kwoty 390,90 zł ( trzysta dziewięćdziesiąt złotych 90) na rzecz powódki M. G. tytułem niewykorzystanej zaliczki na opinie biegłych z kwoty zaksięgowanej pod pozycją 580/C,IV. w pozostałym zakresie powództwo oddala;0
1307;138541;I. zasądza od powoda Z. K. (1) na rzecz pozwanego (...) Sp. z o.o. w W. kwotę 2.519 zł tytułem zwrotu kosztów zastępstwa procesowego, a w pozostałym zakresie obciąża powoda poniesionymi kosztami postępowania;2519.0
1308;139900;oddala powództwo ;0
1309;139901;I. oddala powództwo w pozostałym zakresie;0
1310;140356;I. zasądza od powoda M. C. na rzecz pozwanego P. W. (1) kwotę 2.417 zł (dwa tysiące czterysta siedemnaście złotych) tytułem zwrotu kosztów procesu, w tym kwotę 2.400 zł zwrotu kosztów zastępstwa procesowego;4817.0
1311;140885;I. zasądza od pozwanych A. G. i Ż. G. solidarnie na rzecz powoda H. P. kwotę 3.047,00 zł tytułem zwrotu kosztów postępowania, w tym kwotę 2.400,00 zł tytułem zwrotu kosztów zastępstwa procesowego;5447.0
1312;141365;oddala powództwo;0
1313;140893;I. zasądza od powoda (...) Spółka z ograniczoną odpowiedzialnością w O. na rzecz pozwanych A. W. i B. W. solidarnie kwotę 1.217,00 zł tytułem zwrotu kosztów postepowania, w tym kwotę 1.200,00 zł tytułem zwrotu kosztów zastępstwa radcy prawnego;2417.0
1314;141372;I. oddala powództwo w pozostałym zakresie;0
1315;208146;I. oddala powództwo. akt I C 2515 U;0
1316;215171;I. nakazuje wypłatę ze środków budżetowych Skarbu Państwa Kasa Sądu Rejonowego w Opolu na rzecz Kancelarii Adwokackiej w O. przy ul. (...) prowadzonej przez adwokata M. B. kwotę 3600,00 zł wraz z podatkiem VAT w wysokości 23% tytułem nieopłaconej pomocy prawnej udzielonej powodowi W. Ł. z urzędu.S ygn;3600.0
1317;218907;"I. zasądza od pozwanego (...) Wierzytelności Niestandaryzowanego Sekurytyzacyjnego Funduszu Inwestycyjnego Zamkniętego z siedzibą w W. na rzecz powoda A. P. (1) kwotę 400 zł (czterysta złotych) wraz z ustawowymi odsetkami od dnia 15 grudnia 2015 r. do dnia 31 grudnia 2015 r. i ustawowymi odsetkami za opóźnienie od dnia 1 stycznia 2016 r. do dnia zapłaty;IV. nakazuje pozwanym (...) Bank S.A. w W. i (...) Wierzytelności Niestandaryzowanemu Sekurytyzacyjnemu Funduszowi Inwestycyjnemu Zamkniętemu z siedzibą w W., aby uiścili na rzecz Skarbu Państwa Sądu Rejonowego w Opolu kwotę po 30 zł (trzydzieści złotych) każdy z nich tytułem brakującej części opłaty od pozwu";
